"","kind","spec","prolific_id","response","response_corrected"
"114","abstract concept","heavy metal","610510964bd201870290e2fe","Both","both"
"115","abstract concept","heavy metal","60eda07f6d6e3abf23a92951","Both","both"
"116","abstract concept","heavy metal","5cdb487aa63838000162bc73","Both","both"
"117","abstract concept","heavy metal","6127c89a145f6be7b6527daa","Is","is"
"118","abstract concept","heavy metal","5dd43922ecd14c4370d02a2e","Is","is"
"119","abstract concept","heavy metal","60dd24581d271ea1af032339","Both","both"
"120","abstract concept","heavy metal","5f5b89648901d82d98519918","Both","both"
"121","abstract concept","heavy metal","59c558114374e1000125c522","Both","both"
"122","abstract concept","heavy metal","611bdc0a559f692248bf1c54","Both","both"
"123","abstract concept","heavy metal","62e50a9b4ea7a8e74bbbb158","Both","both"
"124","abstract concept","heavy metal","59c95afe1e901d0001df8c79","Is","is"
"125","abstract concept","heavy metal","5a3fa72c1ba4960001029909","Both","both"
"126","abstract concept","heavy metal","5cc076320004360001ed90dc","Both","both"
"127","abstract concept","heavy metal","5fcad787ca46657c3d442d57","Both","both"
"128","abstract concept","heavy metal","5d4892d03eb6bf0018399498","Both","both"
"129","abstract concept","heavy metal","62a766c5899e18df9ca94d67","Is","is"
"130","abstract concept","heavy metal","606ca47dac67cbdff9177d6b","Is","is"
"131","abstract concept","heavy metal","62d2b86ed12d650ea7268dd7","Is not","is_not"
"132","abstract concept","heavy metal","62ebd8c191cf8e7fe54af5cf","Both","both"
"133","abstract concept","heavy metal","5f3fad86c15d910261828ca9","Is","is"
"134","abstract concept","heavy metal","5ffee833adbaca5dec7426c0","Both","both"
"135","abstract concept","heavy metal","59db44e63e5ea00001e1d163","Both","both"
"136","abstract concept","heavy metal","60b62b9daab749081c5b88f0","Is","is"
"137","abstract concept","heavy metal","60fbc21303c4bb03e3ba72b3","Is","is"
"138","abstract concept","heavy metal","5de7baf95d4f97726bc2b11e","Is","is"
"139","abstract concept","heavy metal","5fdca8f20f62f41ef567186c","Both","both"
"140","abstract concept","heavy metal","608b2f8c02e302a56addb5e4","Is not","is_not"
"141","abstract concept","heavy metal","60c7661114d630707fb8bd8a","Both","both"
"142","abstract concept","heavy metal","5dcc6f91e5e18690a20e74d1","Both","both"
"143","abstract concept","heavy metal","5f3eb7a8f14d1312518c5776","Both","both"
"144","abstract concept","heavy metal","60fd20dbf7e3865f1e6aa65b","Both","both"
"145","abstract concept","heavy metal","6050cb50a965d6a6eb12361e","Both","both"
"146","abstract concept","heavy metal","60af52990d170be944d0df18","Both","both"
"147","abstract concept","heavy metal","62e970edb3e1750e9c322417@email.prolific.co","Is","is"
"148","abstract concept","heavy metal","5f511cdb275a742f89f0b9bf","Both","both"
"149","abstract concept","heavy metal","60abfd1c0288766d6053de0d","Is","is"
"150","abstract concept","heavy metal","5fa154fd4cbe97227182aff7","Both","both"
"151","abstract concept","heavy metal","60a451dd76cf19ed275d3f49","Is","is"
"152","abstract concept","heavy metal","598b108e504c5200011964a1","Both","both"
"153","abstract concept","heavy metal","605c35e1011fef6022b70a3a","Both","both"
"154","natural kind","tiger","5a01f46c074b19000125133c","Both","both"
"155","natural kind","tiger","60c1e5f03dac31bd0fb91294","Both","both"
"156","natural kind","tiger","61366473fa6785da70d75351","Is not","is_not"
"157","natural kind","tiger","5b4917b046cf8d0001ae4383","Both","both"
"158","natural kind","tiger","5bd0c54825db7b00017865f2","Is not","is_not"
"159","natural kind","tiger","60af4c6b1eabd1783a3078b5","Is","is"
"160","natural kind","tiger","60080f67b339b627a9b7c69e","Is not","is_not"
"161","natural kind","tiger","5982ffdb06cd1f0001f8dda6","Is not","is_not"
"162","natural kind","tiger","609d6d0e71d9db2825a6cc42","Is not","is_not"
"163","natural kind","tiger","5e904b121b79af01dbfa37cf","Both","both"
"164","natural kind","tiger","5dcfdf449b61040e3b923621","Is not","is_not"
"165","natural kind","tiger","610510964bd201870290e2fe","Is not","is_not"
"166","natural kind","tiger","60eda07f6d6e3abf23a92951","Is not","is_not"
"167","natural kind","tiger","5cdb487aa63838000162bc73","Both","both"
"168","natural kind","tiger","6127c89a145f6be7b6527daa","Is not","is_not"
"169","natural kind","tiger","5dd43922ecd14c4370d02a2e","Is not","is_not"
"170","natural kind","tiger","60dd24581d271ea1af032339","Is not","is_not"
"171","natural kind","tiger","5f5b89648901d82d98519918","Is not","is_not"
"172","natural kind","tiger","59c558114374e1000125c522","Is not","is_not"
"173","natural kind","tiger","611bdc0a559f692248bf1c54","Is not","is_not"
"174","natural kind","tiger","62e50a9b4ea7a8e74bbbb158","Is not","is_not"
"175","natural kind","tiger","59c95afe1e901d0001df8c79","Both","both"
"176","natural kind","tiger","5a3fa72c1ba4960001029909","Is not","is_not"
"177","natural kind","tiger","5cc076320004360001ed90dc","Is not","is_not"
"178","natural kind","tiger","5fcad787ca46657c3d442d57","Is not","is_not"
"179","natural kind","tiger","5d4892d03eb6bf0018399498","Is not","is_not"
"180","natural kind","tiger","62a766c5899e18df9ca94d67","Both","both"
"181","natural kind","tiger","606ca47dac67cbdff9177d6b","Is not","is_not"
"182","natural kind","tiger","62d2b86ed12d650ea7268dd7","Is not","is_not"
"183","natural kind","tiger","62ebd8c191cf8e7fe54af5cf","Both","both"
"184","natural kind","tiger","5f3fad86c15d910261828ca9","Is","is"
"185","natural kind","tiger","5ffee833adbaca5dec7426c0","Both","both"
"186","natural kind","tiger","59db44e63e5ea00001e1d163","Is not","is_not"
"187","natural kind","tiger","60b62b9daab749081c5b88f0","Both","both"
"188","natural kind","tiger","60fbc21303c4bb03e3ba72b3","Both","both"
"189","natural kind","tiger","5de7baf95d4f97726bc2b11e","Is","is"
"190","natural kind","tiger","5fdca8f20f62f41ef567186c","Is not","is_not"
"191","natural kind","tiger","608b2f8c02e302a56addb5e4","Is","is"
"192","natural kind","tiger","60c7661114d630707fb8bd8a","Both","both"
"193","natural kind","tiger","5dcc6f91e5e18690a20e74d1","Is not","is_not"
"194","natural kind","tiger","5f3eb7a8f14d1312518c5776","Is not","is_not"
"195","natural kind","tiger","60fd20dbf7e3865f1e6aa65b","Both","both"
"196","natural kind","tiger","6050cb50a965d6a6eb12361e","Is not","is_not"
"197","natural kind","tiger","60af52990d170be944d0df18","Is not","is_not"
"198","natural kind","tiger","62e970edb3e1750e9c322417@email.prolific.co","Is not","is_not"
"199","natural kind","tiger","5f511cdb275a742f89f0b9bf","Both","both"
"200","natural kind","tiger","60abfd1c0288766d6053de0d","Both","both"
"201","natural kind","tiger","5fa154fd4cbe97227182aff7","Both","both"
"202","natural kind","tiger","60a451dd76cf19ed275d3f49","Both","both"
"203","natural kind","tiger","598b108e504c5200011964a1","Is not","is_not"
"204","natural kind","tiger","605c35e1011fef6022b70a3a","Both","both"
"205","artifact","fork","5a01f46c074b19000125133c","Both","both"
"206","artifact","fork","60c1e5f03dac31bd0fb91294","Is","is"
"207","artifact","fork","61366473fa6785da70d75351","Both","both"
"208","artifact","fork","5b4917b046cf8d0001ae4383","Both","both"
"209","artifact","fork","5bd0c54825db7b00017865f2","Is","is"
"210","artifact","fork","60af4c6b1eabd1783a3078b5","Is","is"
"211","artifact","fork","60080f67b339b627a9b7c69e","Is not","is_not"
"212","artifact","fork","5982ffdb06cd1f0001f8dda6","Is not","is_not"
"213","artifact","fork","609d6d0e71d9db2825a6cc42","Both","both"
"214","artifact","fork","5e904b121b79af01dbfa37cf","Is not","is_not"
"215","artifact","fork","5dcfdf449b61040e3b923621","Is not","is_not"
"216","artifact","fork","610510964bd201870290e2fe","Is","is"
"217","artifact","fork","60eda07f6d6e3abf23a92951","Both","both"
"218","artifact","fork","5cdb487aa63838000162bc73","Is","is"
"219","artifact","fork","6127c89a145f6be7b6527daa","Is not","is_not"
"220","artifact","fork","5dd43922ecd14c4370d02a2e","Both","both"
"221","artifact","fork","60dd24581d271ea1af032339","Is not","is_not"
"222","artifact","fork","5f5b89648901d82d98519918","Is","is"
"223","artifact","fork","59c558114374e1000125c522","Is","is"
"224","artifact","fork","611bdc0a559f692248bf1c54","Both","both"
"225","artifact","fork","62e50a9b4ea7a8e74bbbb158","Both","both"
"226","artifact","fork","59c95afe1e901d0001df8c79","Is","is"
"227","artifact","fork","5a3fa72c1ba4960001029909","Is","is"
"228","artifact","fork","5cc076320004360001ed90dc","Is not","is_not"
"229","artifact","fork","5fcad787ca46657c3d442d57","Is","is"
"230","artifact","fork","5d4892d03eb6bf0018399498","Both","both"
"231","artifact","fork","62a766c5899e18df9ca94d67","Both","both"
"232","artifact","fork","606ca47dac67cbdff9177d6b","Is","is"
"233","artifact","fork","62d2b86ed12d650ea7268dd7","Is not","is_not"
"234","artifact","fork","62ebd8c191cf8e7fe54af5cf","Is","is"
"235","artifact","fork","5f3fad86c15d910261828ca9","Is not","is_not"
"236","artifact","fork","5ffee833adbaca5dec7426c0","Is","is"
"237","artifact","fork","59db44e63e5ea00001e1d163","Both","both"
"238","artifact","fork","60b62b9daab749081c5b88f0","Is not","is_not"
"239","artifact","fork","60fbc21303c4bb03e3ba72b3","Is","is"
"240","artifact","fork","5de7baf95d4f97726bc2b11e","Is","is"
"241","artifact","fork","5fdca8f20f62f41ef567186c","Both","both"
"242","artifact","fork","608b2f8c02e302a56addb5e4","Is","is"
"243","artifact","fork","60c7661114d630707fb8bd8a","Both","both"
"244","artifact","fork","5dcc6f91e5e18690a20e74d1","Both","both"
"245","artifact","fork","5f3eb7a8f14d1312518c5776","Both","both"
"246","artifact","fork","60fd20dbf7e3865f1e6aa65b","Both","both"
"247","artifact","fork","6050cb50a965d6a6eb12361e","Is","is"
"248","artifact","fork","60af52990d170be944d0df18","Is not","is_not"
"249","artifact","fork","62e970edb3e1750e9c322417@email.prolific.co","Both","both"
"250","artifact","fork","5f511cdb275a742f89f0b9bf","Is not","is_not"
"251","artifact","fork","60abfd1c0288766d6053de0d","Is not","is_not"
"252","artifact","fork","5fa154fd4cbe97227182aff7","Both","both"
"253","artifact","fork","60a451dd76cf19ed275d3f49","Both","both"
"254","artifact","fork","598b108e504c5200011964a1","Both","both"
"255","artifact","fork","605c35e1011fef6022b70a3a","Is","is"
"256","abstract concept","scientist","5a01f46c074b19000125133c","Is not","is_not"
"257","abstract concept","scientist","60c1e5f03dac31bd0fb91294","Both","both"
"258","abstract concept","scientist","61366473fa6785da70d75351","Both","both"
"259","abstract concept","scientist","5b4917b046cf8d0001ae4383","Both","both"
"260","abstract concept","scientist","5bd0c54825db7b00017865f2","Both","both"
"261","abstract concept","scientist","60af4c6b1eabd1783a3078b5","Is","is"
"262","abstract concept","scientist","60080f67b339b627a9b7c69e","Both","both"
"263","abstract concept","scientist","5982ffdb06cd1f0001f8dda6","Is not","is_not"
"264","abstract concept","scientist","609d6d0e71d9db2825a6cc42","Is not","is_not"
"265","abstract concept","scientist","5e904b121b79af01dbfa37cf","Is not","is_not"
"266","abstract concept","scientist","5dcfdf449b61040e3b923621","Is","is"
"267","abstract concept","scientist","610510964bd201870290e2fe","Is","is"
"268","abstract concept","scientist","60eda07f6d6e3abf23a92951","Both","both"
"269","abstract concept","scientist","5cdb487aa63838000162bc73","Is not","is_not"
"270","abstract concept","scientist","6127c89a145f6be7b6527daa","Both","both"
"271","abstract concept","scientist","5dd43922ecd14c4370d02a2e","Is not","is_not"
"272","abstract concept","scientist","60dd24581d271ea1af032339","Is not","is_not"
"273","abstract concept","scientist","5f5b89648901d82d98519918","Both","both"
"274","abstract concept","scientist","59c558114374e1000125c522","Is not","is_not"
"275","abstract concept","scientist","611bdc0a559f692248bf1c54","Is","is"
"276","abstract concept","scientist","62e50a9b4ea7a8e74bbbb158","Is not","is_not"
"277","abstract concept","scientist","59c95afe1e901d0001df8c79","Is not","is_not"
"278","abstract concept","scientist","5a3fa72c1ba4960001029909","Both","both"
"279","abstract concept","scientist","5cc076320004360001ed90dc","Both","both"
"280","abstract concept","scientist","5fcad787ca46657c3d442d57","Both","both"
"281","abstract concept","scientist","5d4892d03eb6bf0018399498","Is not","is_not"
"282","abstract concept","scientist","62a766c5899e18df9ca94d67","Both","both"
"283","abstract concept","scientist","606ca47dac67cbdff9177d6b","Is not","is_not"
"284","abstract concept","scientist","62d2b86ed12d650ea7268dd7","Both","both"
"285","abstract concept","scientist","62ebd8c191cf8e7fe54af5cf","Is","is"
"286","abstract concept","scientist","5f3fad86c15d910261828ca9","Is not","is_not"
"287","abstract concept","scientist","5ffee833adbaca5dec7426c0","Is","is"
"288","abstract concept","scientist","59db44e63e5ea00001e1d163","Is","is"
"289","abstract concept","scientist","60b62b9daab749081c5b88f0","Both","both"
"290","abstract concept","scientist","60fbc21303c4bb03e3ba72b3","Is not","is_not"
"291","abstract concept","scientist","5de7baf95d4f97726bc2b11e","Is not","is_not"
"292","abstract concept","scientist","5fdca8f20f62f41ef567186c","Both","both"
"293","abstract concept","scientist","608b2f8c02e302a56addb5e4","Both","both"
"294","abstract concept","scientist","60c7661114d630707fb8bd8a","Both","both"
"295","abstract concept","scientist","5dcc6f91e5e18690a20e74d1","Is not","is_not"
"296","abstract concept","scientist","5f3eb7a8f14d1312518c5776","Both","both"
"297","abstract concept","scientist","60fd20dbf7e3865f1e6aa65b","Both","both"
"298","abstract concept","scientist","6050cb50a965d6a6eb12361e","Both","both"
"299","abstract concept","scientist","60af52990d170be944d0df18","Both","both"
"300","abstract concept","scientist","62e970edb3e1750e9c322417@email.prolific.co","Is not","is_not"
"301","abstract concept","scientist","5f511cdb275a742f89f0b9bf","Is","is"
"302","abstract concept","scientist","60abfd1c0288766d6053de0d","Is not","is_not"
"303","abstract concept","scientist","5fa154fd4cbe97227182aff7","Both","both"
"304","abstract concept","scientist","60a451dd76cf19ed275d3f49","Both","both"
"305","abstract concept","scientist","598b108e504c5200011964a1","Is not","is_not"
"306","natural kind","helium","5a01f46c074b19000125133c","Is not","is_not"
"307","natural kind","helium","60c1e5f03dac31bd0fb91294","Is","is"
"308","natural kind","helium","61366473fa6785da70d75351","Both","both"
"309","natural kind","helium","5b4917b046cf8d0001ae4383","Both","both"
"310","natural kind","helium","5bd0c54825db7b00017865f2","Is not","is_not"
"311","natural kind","helium","60af4c6b1eabd1783a3078b5","Is not","is_not"
"312","natural kind","helium","60080f67b339b627a9b7c69e","Both","both"
"313","natural kind","helium","5982ffdb06cd1f0001f8dda6","Both","both"
"314","natural kind","helium","609d6d0e71d9db2825a6cc42","Is not","is_not"
"315","natural kind","helium","5e904b121b79af01dbfa37cf","Is not","is_not"
"316","natural kind","helium","5dcfdf449b61040e3b923621","Is not","is_not"
"317","natural kind","helium","610510964bd201870290e2fe","Is","is"
"318","natural kind","helium","60eda07f6d6e3abf23a92951","Is not","is_not"
"319","natural kind","helium","5cdb487aa63838000162bc73","Is not","is_not"
"320","natural kind","helium","6127c89a145f6be7b6527daa","Is not","is_not"
"321","natural kind","helium","5dd43922ecd14c4370d02a2e","Is not","is_not"
"322","natural kind","helium","60dd24581d271ea1af032339","Is not","is_not"
"323","natural kind","helium","5f5b89648901d82d98519918","Is not","is_not"
"324","natural kind","helium","59c558114374e1000125c522","Is not","is_not"
"325","natural kind","helium","611bdc0a559f692248bf1c54","Is not","is_not"
"326","natural kind","helium","62e50a9b4ea7a8e74bbbb158","Is not","is_not"
"327","natural kind","helium","59c95afe1e901d0001df8c79","Is not","is_not"
"328","natural kind","helium","5a3fa72c1ba4960001029909","Is","is"
"329","natural kind","helium","5cc076320004360001ed90dc","Is not","is_not"
"330","natural kind","helium","5fcad787ca46657c3d442d57","Is not","is_not"
"331","natural kind","helium","5d4892d03eb6bf0018399498","Is not","is_not"
"332","natural kind","helium","62a766c5899e18df9ca94d67","Is not","is_not"
"333","natural kind","helium","606ca47dac67cbdff9177d6b","Is not","is_not"
"334","natural kind","helium","62d2b86ed12d650ea7268dd7","Is not","is_not"
"335","natural kind","helium","62ebd8c191cf8e7fe54af5cf","Both","both"
"336","natural kind","helium","5f3fad86c15d910261828ca9","Is not","is_not"
"337","natural kind","helium","5ffee833adbaca5dec7426c0","Both","both"
"338","natural kind","helium","59db44e63e5ea00001e1d163","Is not","is_not"
"339","natural kind","helium","60b62b9daab749081c5b88f0","Both","both"
"340","natural kind","helium","60fbc21303c4bb03e3ba72b3","Is","is"
"341","natural kind","helium","5de7baf95d4f97726bc2b11e","Is","is"
"342","natural kind","helium","5fdca8f20f62f41ef567186c","Is not","is_not"
"343","natural kind","helium","608b2f8c02e302a56addb5e4","Is not","is_not"
"344","natural kind","helium","60c7661114d630707fb8bd8a","Both","both"
"345","natural kind","helium","5dcc6f91e5e18690a20e74d1","Is not","is_not"
"346","natural kind","helium","5f3eb7a8f14d1312518c5776","Is not","is_not"
"347","natural kind","helium","60fd20dbf7e3865f1e6aa65b","Is not","is_not"
"348","natural kind","helium","6050cb50a965d6a6eb12361e","Is not","is_not"
"349","natural kind","helium","60af52990d170be944d0df18","Is not","is_not"
"350","natural kind","helium","62e970edb3e1750e9c322417@email.prolific.co","Is not","is_not"
"351","natural kind","helium","5f511cdb275a742f89f0b9bf","Both","both"
"352","natural kind","helium","60abfd1c0288766d6053de0d","Both","both"
"353","natural kind","helium","5fa154fd4cbe97227182aff7","Both","both"
"354","natural kind","helium","60a451dd76cf19ed275d3f49","Both","both"
"355","natural kind","helium","598b108e504c5200011964a1","Is not","is_not"
"356","artifact","kettle","5a01f46c074b19000125133c","Is not","is_not"
"357","artifact","kettle","60c1e5f03dac31bd0fb91294","Is not","is_not"
"358","artifact","kettle","61366473fa6785da70d75351","Both","both"
"359","artifact","kettle","5b4917b046cf8d0001ae4383","Is not","is_not"
"360","artifact","kettle","5bd0c54825db7b00017865f2","Both","both"
"361","artifact","kettle","60af4c6b1eabd1783a3078b5","Is not","is_not"
"362","artifact","kettle","60080f67b339b627a9b7c69e","Is not","is_not"
"363","artifact","kettle","5982ffdb06cd1f0001f8dda6","Is not","is_not"
"364","artifact","kettle","609d6d0e71d9db2825a6cc42","Is not","is_not"
"365","artifact","kettle","5e904b121b79af01dbfa37cf","Is not","is_not"
"366","artifact","kettle","5dcfdf449b61040e3b923621","Is not","is_not"
"367","artifact","kettle","610510964bd201870290e2fe","Is not","is_not"
"368","artifact","kettle","60eda07f6d6e3abf23a92951","Is not","is_not"
"369","artifact","kettle","5cdb487aa63838000162bc73","Is","is"
"370","artifact","kettle","6127c89a145f6be7b6527daa","Is not","is_not"
"371","artifact","kettle","5dd43922ecd14c4370d02a2e","Is not","is_not"
"372","artifact","kettle","60dd24581d271ea1af032339","Is not","is_not"
"373","artifact","kettle","5f5b89648901d82d98519918","Both","both"
"374","artifact","kettle","59c558114374e1000125c522","Is not","is_not"
"375","artifact","kettle","611bdc0a559f692248bf1c54","Is not","is_not"
"376","artifact","kettle","62e50a9b4ea7a8e74bbbb158","Both","both"
"377","artifact","kettle","59c95afe1e901d0001df8c79","Is","is"
"378","artifact","kettle","5a3fa72c1ba4960001029909","Both","both"
"379","artifact","kettle","5cc076320004360001ed90dc","Is not","is_not"
"380","artifact","kettle","5fcad787ca46657c3d442d57","Is","is"
"381","artifact","kettle","5d4892d03eb6bf0018399498","Is not","is_not"
"382","artifact","kettle","62a766c5899e18df9ca94d67","Both","both"
"383","artifact","kettle","606ca47dac67cbdff9177d6b","Is not","is_not"
"384","artifact","kettle","62d2b86ed12d650ea7268dd7","Both","both"
"385","artifact","kettle","62ebd8c191cf8e7fe54af5cf","Is not","is_not"
"386","artifact","kettle","5f3fad86c15d910261828ca9","Is not","is_not"
"387","artifact","kettle","5ffee833adbaca5dec7426c0","Is not","is_not"
"388","artifact","kettle","59db44e63e5ea00001e1d163","Both","both"
"389","artifact","kettle","60b62b9daab749081c5b88f0","Is","is"
